frequency,T,R,A
0.0004932133838383839,0.9786234087768817,0.7560628635958956,-0.7346862723727772
0.0009864267676767677,0.9225457508514195,0.6493859587111755,-0.5719317095625951
0.0014796401515151515,0.8498143486561084,1.3294741768802705,-1.179288525536379
0.0019728535353535355,0.7777688012700599,2.136945894370074,-1.914714695640134
0.0024660669191919195,0.7173391639287464,1.9993585197483588,-1.716697683677105
0.002959280303030303,0.6734618143503899,0.9633707954546619,-0.6368326098050519
0.003452493686868687,0.6476458278888704,0.18722439762224943,0.16512977448888022
0.003945707070707071,0.6400099916674427,0.5744588379177431,-0.21446882958518576
0.004438920454545455,0.6505346692624004,1.7402924584640618,-1.390827127726462
0.004932133838383839,0.6792548428215311,2.4354270784365504,-2.1146819212580814
0.005425347222222223,0.7259334532693944,1.93607230267686,-1.6620057559462547
0.005918560606060606,0.7886917753398678,0.8584170186815318,-0.6471087940213995
0.00641177398989899,0.8617785415517668,0.39712438694824714,-0.25890292850001395
0.006904987373737374,0.9331680950246364,0.8016827495870925,-0.7348508446117288
0.007398200757575758,0.9847866619629762,1.1526014018510273,-1.1373880638140035
0.007891414141414142,0.9994309209639264,0.9532128049957197,-0.9526437259596461
0.008384627525252526,0.9714820650307752,0.9362772219096775,-0.9077592869404527
0.00887784090909091,0.911318299711153,1.5354816973552488,-1.4467999970664018
0.009371054292929294,0.8375777937541076,1.9093207665850223,-1.7468985603391296
0.009864267676767678,0.7667667629467937,1.3254161076738336,-1.0921828706206274
0.010357481060606062,0.7087482631870524,0.3960200665768252,-0.10476832976387751
0.010850694444444446,0.6677048447799183,0.3036701774595154,0.028624977760566273
0.01134390782828283,0.6448271414761461,1.2970314304072086,-0.9418585718833548
0.011837121212121212,0.6401395924401396,2.3701622608018735,-2.010301853242013
0.012330334595959596,0.6536413274454209,2.3896116478048137,-2.0432529752502346
0.01282354797979798,0.6853706392898986,1.351217190884599,-1.0365878301744975
0.013316761363636364,0.7349437019717323,0.38010159702079854,-0.1150452989925308
0.013809974747474748,0.8000496082315393,0.43498766674850153,-0.23503727498004068
0.014303188131313132,0.8740034690132965,1.1773185295477704,-1.051321998561067
0.014796401515151516,0.9436088153657914,1.497227208382663,-1.4408360237484543
0.0152896148989899,0.9901569750457451,1.1549403476693512,-1.1450973227150962
0.015782828282828284,0.9976000121666456,1.033087224784935,-1.0306872369515805
0.016276041666666668,0.9630039931772553,1.4189927279465646,-1.3819967211238198
0.016769255050505052,0.8989831325319098,1.441921411630076,-1.3409045441619858
0.017262468434343436,0.8245454453866933,0.7454779516740223,-0.5700233970607156
0.01775568181818182,0.7552222275131116,0.2567836703366761,-0.012005897849787672
0.018248895202020204,0.6998201788728089,0.8291725375858847,-0.5289927164586936
0.018742108585858588,0.6617922715662092,2.009602985969621,-1.6713952575358304
0.01923532196969697,0.6420348759805138,2.5489746352531095,-2.191009511233623
0.019728535353535356,0.6404834567687097,1.8525414582827708,-1.4930249150514805
0.02022174873737374,0.6571860555353668,0.6547382429599465,-0.3119242984953132
0.020714962121212124,0.6921867242424602,0.20559174837334437,0.10222152738419543
0.021208175505050508,0.7448798332985627,0.8747488349258036,-0.6196286682243661
0.02170138888888889,0.8124119738494102,1.7445038704753133,-1.5569158443247235
0.022194602272727276,0.8869920488225463,1.767620046344112,-1.6546120951666583
0.02268781565656566,0.9541727388115148,1.139768959720705,-1.0939416985322197
0.023181029040404044,0.9947156021631225,0.8903459534300702,-0.8850615555931927
0.023674242424242424,0.9941877609924347,1.1410596362385992,-1.135247397231034
0.024167455808080808,0.9526817257663057,1.0279731749875305,-0.9806549007538363
0.024660669191919192,0.8849657409810504,0.4919538651692628,-0.3769196061503133
0.025153882575757576,0.81020929102209,0.52086026040298,-0.3310695514250699
0.02564709595959596,0.7427650599932742,1.4673388181445217,-1.210103878137796
0.026140309343434344,0.6903345780055665,2.375253569007099,-2.0655881470126656
0.026633522727272728,0.6556057394381039,2.190970298832201,-1.846576038270305
0.027126736111111112,0.6392828665628214,1.0681998168518778,-0.7074826834146992
0.027619949494949496,0.6412364543865945,0.20575974114340065,0.15300380447000483
0.02811316287878788,0.6615292979802817,0.5097115432681434,-0.1712408412484252
0.028606376262626264,0.7001935613797953,1.5892639944039344,-1.2894575557837298
0.029099589646464648,0.756309715795163,2.2045623406652473,-1.9608720564604103
0.029592803030303032,0.8263971805798301,1.7195824735807967,-1.545979654160627
0.030086016414141416,0.9012019440634401,0.8585845351240482,-0.7597864791874884
0.0305792297979798,0.9649761823170105,0.6611864811025459,-0.6261626634195565
0.031072443181818184,0.9981805639753163,0.9618837863048671,-0.9600643502801836
0.03156565656565657,0.9886065263897401,0.882110478237418,-0.8707170046271582
0.03205886994949495,0.9398581581837331,0.5805853308000583,-0.5204434889837914
0.032552083333333336,0.8686984776751743,0.9576244911203653,-0.8263229687955396
0.03304529671717172,0.7941760294100204,1.8915547073276748,-1.6857307367376952
0.033538510101010104,0.7290651943703687,2.242644720935322,-1.9717099153056905
0.03403172348484849,0.6801116244103838,1.475528154849529,-1.1556397792599125
0.03452493686868687,0.6491691008497043,0.4093452543267786,-0.058514355176482846
0.035018150252525256,0.6367617364064007,0.25255164578585576,0.11068661780774358
0.03551136363636364,0.6427199171311606,1.2125476447650236,-0.8552675618961842
0.036004577020202023,0.6671041326668679,2.2596321008822278,-1.9267362335490956
0.03649779040404041,0.7100502026207027,2.271602267517338,-1.981652470138041
0.03699100378787879,0.7699154285828514,1.2976125617762142,-1.0675279903590655
0.037484217171717175,0.8426055710279725,0.48052454733527294,-0.32313011836324534
0.03797743055555556,0.9169397474106222,0.5953900799152091,-0.5123298273258312
0.03847064393939394,0.9758856788350516,1.0611884455727867,-1.0370741244078383
0.03896385732323233,0.9999552299639576,1.0143545671308076,-1.0143097970947652
0.03945707070707071,0.9799850141530148,0.8286400505421757,-0.8086250646951905
0.039950284090909095,0.9238525813217116,1.2844690803522723,-1.2083216616739838
0.04044349747474748,0.8495347642698264,1.923542113457397,-1.7730768777272234
0.04093671085858586,0.7760694714534385,1.7174881470826484,-1.4935576185360868
0.04142992424242425,0.713968623105704,0.7457888141342166,-0.45975743723992046
0.04192313762626263,0.6691880275452614,0.18073422047447169,0.15007775198026696
0.042416351010101015,0.642633418416258,0.7911967211635202,-0.43383013957977834
0.0429095643939394,0.6347321849371438,2.0043140470472474,-1.6390462319843913
0.04340277777777778,0.6455321153591376,2.54509108832717,-2.1906232036863074
0.04389599116161617,0.6745040836745799,1.848606841155402,-1.523110924829982
0.04438920454545455,0.7224989564452737,0.6926442195936354,-0.41514317603890927
0.044882417929292935,0.7863797800417913,0.29382103494393974,-0.08020081498573095
0.04537563131313132,0.8617553180717162,0.865913107812834,-0.7276684258845503
0.0458688446969697,0.934380602926085,1.4111934099466243,-1.3455740128727092
0.04636205808080809,0.986210831284347,1.2375716703590953,-1.2237825016434423
0.04685527146464647,0.9990744844356481,0.9930958772145111,-0.9921703616501591
0.04734848484848485,0.9670331552779684,1.3386094401833417,-1.3056425954613102
0.04784169823232323,0.9039498432607043,1.6208874771623276,-1.5248373204230319
0.048334911616161616,0.8268933911018611,1.0838902087795943,-0.9107835998814555
0.048828125,0.755814003611725,0.32432468332803144,-0.08013868693975645
0.049321338383838384,0.6973681292607334,0.4602632750350141,-0.1576314042957474
0.04981455176767677,0.6577607246417363,1.5625698074971257,-1.220330532138862
0.05030776515151515,0.6365369717909372,2.5055734906429,-2.142110462433837
0.050800978535353536,0.6335956057810069,2.2727851128614702,-1.906380718642477
0.05129419191919192,0.6504101341364088,1.1112900546885365,-0.7617001888249453
0.051787405303030304,0.6842299030965845,0.2449647392897545,0.07080535761366102
